,category,news_url,News
588,sports,https://en.setopati.com/sports/159296,"
Tottenham recovered quickly from going a goal down and routed Southampton 4-1 in their English Premier League opener Saturday to show the team’s new strength in depth.
Attacking duo Harry Kane and Son Heung-min failed to get on the scoresheet, but it was fellow forward Dejan Kulusevski who orchestrated the comeback.
The Sweden international set up the equalizer for Ryan Sessegnon before he slotted the fourth goal himself after the break, following an Eric Dier header and Mohammed Salisu’s own goal.
It backed up the growing anticipation around Antonio Conte’s side, which has been tipped by many to join champion Manchester City and Liverpool in the title race.
James Ward-Prowse put Saints into an early lead, but the hosts regrouped immediately to start the new campaign in strong fashion, even though none of their six new signings made the starting lineup.
It took 12 minutes for the first legitimate chance to present itself and Southampton took full advantage to open the scoring through Ward-Prowse.
Moussa Djenepo got away from Emerson Royal down the left and chipped back to the edge of the area where Ward-Prowse fired home on the volley, his effort bouncing into the ground and beating Spurs keeper Hugo Lloris.
The hosts trailed for only nine minutes.
After Southampton had dealt with a number of early crosses into the area, they had little answer in the 21st minute when Kulusevski checked back onto his left foot and curled in for Sessegnon, who leapt above Kyle Walker-Peters to power home the equalizer.
Conte’s team completed the turnaround in the 31st through another unlikely source.
Son saw his initial corner cleared but soon received possession back and produced a fine inswinging delivery, which proved perfect for Dier to stoop low and head on into the bottom corner to make it 2-1.
Sessegnon had the ball in the net again immediately after halftime but his finish with his right foot was ruled out due to offside.
Tottenham should have already been two goals to the good with Kane denied by Bazunu before the break and Son wasteful from six yards when he could have passed to his teammate.
While the pair scored 40 goals between them in the league last season, it was Kulusevski who took center stage on this occasion.
The Swede nearly set up Sessegnon again with a delicious pass before the third arrived for the hosts in the 61st.
Emerson led a counterattack and exchanged passes with Pierre-Emile Hojbjerg and Son before his scuffed cross was put through his own net by an off-balance Salisu.
Kulusevski saved the best until last when he latched onto Emerson’s cutback, opened up his body and curled into the bottom corner to make it 4-1 and give Spurs a second goal in the space of two minutes.
Conte made a quadruple substitution late on and gave Ivan Perisic, Clement Lenglet and Yves Bissouma their debuts.
"
589,sports,https://en.setopati.com/sports/159295,"
New Liverpool signing Darwin Nunez came off the bench to score one goal and set up another Saturday as the Reds salvaged a 2-2 draw at promoted Fulham in the opening round of the Premier League.
Aleksandar Mitrovic put Fulham ahead twice at Craven Cottage as Marco Silva’s team threatened a major upset, but Nunez showed just why Liverpool spent big to bring the Uruguay forward in from Benfica this offseason.
Nunez first met a low cross from Mohamed Salah with a deft backheel flick into the top of the net to make it 1-1 in the 64th minute, and then helped his Egyptian teammate net the second equalizer in the 81st. Nunez tried to control a high cross into the box that time but the ball instead fell into the path of Salah, who had a simple tap-in.
Liverpool captain Jordan Henderson then came close to an injury-time winner when his curling long-distance shot hit the crossbar.
Mitrovic headed in the opening goal in the first half, rising above Trent Alexander-Arnold at the far post to meet a cross from the right, and then converted a penalty in the 72nd minute after he was brought down by Virgil van Dijk.
Fulham also had a chance to make it 2-0 in the 57th when Neeskens Kebano hit the post with a shot from the right side of the area after a quick attack.
The draw will still count as a setback for Liverpool, which is aiming to wrest back the Premier League title after finishing one point behind champion Manchester City last season.
Liverpool manager Jürgen Klopp opted against starting Nunez even though the newcomer made quite an impression in preseason and scored in the Community Shield win over City last weekend. Roberto Firmino was given the start up front instead, but Liverpool’s attack clicked into a higher gear once Nunez came on for the Brazilian.
"
590,sports,https://en.setopati.com/sports/159291,"
 Arsenal’s newcomers made an immediate impact as they opened the English Premier League by beating host Crystal Palace 2-0 on Friday.
Left back Oleksandr Zinchenko set up the opening goal in the first half while striker Gabriel Jesus created a number of chances and defender William Saliba put in a near-flawless performance in his first start for Arsenal.
The Gunners still had to endure a nervy second half before Bukayo Saka’s attempted cross was deflected into his own net by Palace defender Marc Guehi in the 85th.
Arsenal took the lead from a well-worked corner in the 20th, when Zinchenko met a long delivery into the area and headed back across goal toward Gabriel Martinelli, who nodded the ball in from close range.
Martinelli should have scored in the opening minutes after a rampaging run from Jesus, who dribbled his way into the box before the ball was deflected into the path of his fellow Brazilian, who scuffed his shot wide of the far post.
“The way we started the game, the way we played the first half an hour, I think was superb,” Arsenal manager Mikel Arteta said. “We should have scored another one or two, we missed some chances. But (if) you want to win here, you have to dig in.”
Zinchenko and Jesus both joined from Manchester City in the offseason while Saliba was signed in 2019 but spent the last three seasons on loan in his native France. The center back looked composed and confident in his league debut, making key interventions and blocks as Palace chased an equalizer.
“It’s a long time I waited for this moment,” Saliba said. “I’m so glad to start with a clean sheet and a win.”
Arsenal also needed two good saves from goalkeeper Aaron Ramsdale to maintain the lead.
Ramsdale first reacted quickly to palm away a close-range header from Odsonne Edouard in the 42nd minute, then got down low to block a shot from Eberechi Eze in the 54th.
“Aaron did incredibly well and he won the game for us,” Arteta said.
For Arsenal, it made for a much better start to the season than last year, when it also opened the campaign on a Friday night but fell to at promoted Brentford 2-0 and went on to lose the next two games as well.
"
591,sports,https://en.setopati.com/sports/144960,"
                            An international level Karate tournament is being held for the first time in Chitwan.

The 3rd Indo-Nepal Karate tournament is being held under the auspices of the Japan Gojuriyo Karate Do Kenwakai Nepal Association Chitwan chapter.

The event will take place at Mangalpur in Bharatpur metropolis-15 from May 2 to 4, according to the tournament coordinator Pushpa Acharya.

Some 400 athletes from Nepal and India are taking part in the tournament.

Those include 350 athletes from various districts of Nepal and 50 from India. The competition will be held in various age and weight categories, as well as open category.
"
592,sports,https://en.setopati.com/sports/143548,"
                            Fifty-five athletes will be competing in paragliding under the Eighth National Games scheduled at different places of state 5 from April 18.

According to the National Sports Council, the paragliding competition would be organized at Pokhara from April 19 as there are no physical infrastructures in state 5 for the same.

Paragliding has been included in the National Games for the first time in its history.

General Secretary at the Nepal Paragliding and Hang Gliding Association, Shailendra Raut, said that Nepal Army and 46 men and nine women would compete for six gold medals.

A team of 14 athletes including 10 men and four women from Tribhuvan Army Club are competing in paragliding.
"
593,sports,https://en.setopati.com/sports/140006,"
                            Constructions and renovations of sports ground are taking place in all nine districts of Far West Province.

The construction of sports ground is taking place in different 32 places of the Far West Province.

In this connection, provincial Ministry of Social Development shared that it has allocated Rs 64 million in the current fiscal year for the construction of sports ground.

The budget appropriation was made so as to construct sports ground in all 32 province assembly constituency at the unit rate of Rs 2 million.

Kisan Raj Chituwal, Under Secretary, Youth and Sports Division at Ministry of Social Development, said the task of the construction of ground would be completed by coming mid-July.

The spots fort he construction of grounds were selected based on the recommendation of elected province assembly member of the Far West Province.
"
594,sports,https://en.setopati.com/sports/137211,"
                            The 2nd Byas Ultra Marathon is to take place on January 30 under the auspices of the Byas municipality.

The 44 kilometer race will start from Manahun in ward no. 5 to Pulimrang in ward no. 8 of the municipality, according to Mayor Baikuntha Neupane. The marathon day is being organized to mark the Martyrs Day and promote tourism in the region.

More than 150 athletes are expected to take part in the marathon. In the first edition of the race, 144 athletes had take part, with 123 of them completing the race, ward no. 5 chair and spokesperson for the event Mohan Kumar Shrestha said.

The winner will walk home with a cash prize of Rs. 80,000 while the second and third will get Rs. 60,000 and Rs. 50,000 respectively. The event is expected to cost around Rs one million.
"
595,sports,https://en.setopati.com/sports/133003,"
                            Search for a new site for the construction of an international stadium has been initiated with dispute deepening on the proposed construction site.

An on-site inspection was carried out at Taudol, Sipadole, Chitrapur and Mahat village of the Suryabinayak municipality-8 in course of the search for stadium construction site.

The Ministry of Youth and Sports had designated a technical team with plan to explore potential sites for stadium construction at Suryabinyak municipality-10 and Changunarayan municipality-9.

Minister Jagat Bahadur Biswokarma said that the best construction site will be explored and the process for construction will be put in place at the earliest.
"
596,sports,https://en.setopati.com/sports/131427,"
                            A Nepali football team today left for Bangladesh to take part in the Bangabandhu Gold Cup Football Tournament.

All Nepal Football Association (ANFA) president Karma Chhiring Sherpa bade farewell to the team amidst a program at the ANFA complex at Satdobato before their departure.

Nepal is placed in group ' A' alongside Tajikistan and Palestine while the group' B' comprises host Bangladesh and Philippines. Nepal will face Tajikistan for its first match on coming October 2 and Palestine on October 6

The national team includes Bikesh Kuthu, Alen Neupane, goal keeper Bishal Shrestha and Captain Biraj Maharjan. Other players are Dinesh Rajbanshi, Devendra Tamang, Ananta Tamang, Aditya Chaudhary, Tej Tamang, Suman Aryal, Hemant Thapa Magar, Heman Gurung, Bishal Rai, Sunil Bal, Sujal Shrestha, Nirajan Khadka, Bharat Khawas, Bimal Gharti Magar, Nawayug Shrestha and Anjan Bista.
"
597,sports,https://en.setopati.com/sports/130517,"
                            The Nepali weightlifting team competing in the 'World University Weightlifting Championship' left here for Poland last night. The four member team includes two weightlifters and two officials.

Ganesh Ranabhat is competing in the 56 kilo men's category while Manisha Ranabhat will be vying for a medal in the 53 kg women's category in the event to be held in Poland from September 20 to 23.

The team also includes President of University Sports Association Chair Pradip Joshi and coach Sangam Singh Thapa.
"
598,sports,https://en.setopati.com/sports/130454,"
                            The 22nd National Women's Volleyball Tournament is scheduled to take place at Galkot in Baglung from October 9-13.

To be organized by the Nepal Volleyball Association with the assistance from Galkot Municipality and the District Volleyball Association, Baglung, the total 10 teams from all seven provinces will participate, said the district volleyball association's President Yam Shrish.

The total expenditure to run the tournament is expected to be Rs 2 million. ""The contest will help promote commercial sports as well as help boost sport tourism,"" said Shrish at an event organized to inform about the competition. The participating teams will be categorized into two groups. The best 24 players will be inducted into the national team, said the volleyball association.

The winner will be given Rs 50,000 in cash, while first runner up Rs 30,000 and second runner up Rs 20,000. The best player will be handed out Rs 10,000.
"
599,sports,https://en.setopati.com/sports/127779,"
                            Athletes from Jumla are going to take part in the 4th Mount Abu International Marathon to be held in Rajasthan of India.

Sunmaya Budha, Rammaya Budha, Sita Neupane and Naresh Budha are taking part in the marathon that begins on August 19, according to chair of Karnali Sports Club Jumla Saroj Shahi.

In absence of support from government authorities, the athletes have collected donations individually to attend the event. All the four athletes have also contributed Rs 5,000 each on their own, while receiving financial support from the Club, the president of Jumla Chamber of Commerce and Industry and Raj Kumar Shahi.

All four are competing in half marathon category of the event. The team led by Chairman Shahi will leave for India Sunday.
"
600,sports,https://en.setopati.com/sports/124642,"
                            The Jumla-Rara Ultra Marathon 2018 is kicking off from Jumla on July 11.

The national level marathon is being organized by the Karnali Sports Club, Jumla. The marathon run is organized with the objective of promoting sports and tourism in Karnali region, Club president Saroj Shahi said.

The marathon will cover 49 kilometers distance from Jumla Khalanga to Rara Lake in Mugu. The athletes will run from an altitude of 2,300 meters to an altitude of 2990 meters.

Shahi said ultra marathon runners from across the country can participate in the championship. He added that 400 people including the international athletes who have participated in the Trail Race would take part in the competition. The estimated cost of the ultra marathon is Rs 750,000. The National Sports Council is providing Rs 400,000 and the Chandannath Municipality Rs 100,000 for the event.

The athletes coming out first, second and third in the marathon would be provided cash prize of Rs 50,000, Rs 30,000 and Rs 20,000 respectively.
"
601,sports,https://en.setopati.com/sports/124076,"
                            In order to spread the skating sports across the country by encouraging the youth, the first international level 'Skating Festival' is to be held in Palpa of Province No. 5 from June 19.

Players of skating from the Maldives, India and other countries would also attend the three-day-long festival and the skating would be held on June 21.

Chairman of organizing committee Jagrit Pahadi said that the winning teams both under the men and women's categories would be provided with cash prize. Likewise, 'Players to Watch' would also be prized in the tournament.

The national-level staking festival event was organized in the capital last year.
"
602,sports,https://en.setopati.com/sports/121788,"
                            The entry fee for the participants of the international marathon to be organized in the Langtang trekking route has been fixed.

According to Jeevan Thapa Magar, the First Vice-president of Trekking Agencies Association of Nepal (TAAN), Rs 2,500 has been fixed as the entry fee for the Nepali participants and 75 US Dollars for foreigners.

The marathon is being organized by TAAN and it will take place on May 19. The 42-km marathon will take place at an altitude of 3,900 meters from the mean sea level from Kyangjin of Langtang to Syafrubesi via Sherpa Gaon.

The winners of the marathon will be given prizes under the male and female category. The athlete coming out first will get a prize of Rs one million five thousand, the second position holder Rs 78,000 and the third position holder Rs 52,000.

It is stated that more than 100 athletes will participate in this high-altitude marathon which is taking place for the third time.
"
603,sports,https://en.setopati.com/sports/160161,"
Pelé was simply “The King.” He embraced “the beautiful game” of soccer in his 1958 World Cup debut for Brazil and never really let go.
He won a record three World Cups and was widely regarded as one of his sport’s greatest players. His majestic and galvanizing presence set him among the most recognizable figures in the world.
Pelé died Thursday at 82. He had undergone treatment for colon cancer since 2021.
Pelé was among the game’s most prolific scorers and spent nearly two decades enchanting fans and dazzling opponents. His grace, athleticism and moves on soccer’s highest stage transfixed all. He orchestrated a fast, fluid style of play that revolutionized the sport — a flair that personified Brazilian elegance on the field.
He carried his country to soccer’s heights and became a global ambassador for his sport in a journey that began on the streets of Sao Paulo state, where he would kick a sock stuffed with newspapers or rags.
“Pelé changed everything. He transformed football into art, entertainment,” Neymar, a fellow Brazilian soccer player, said on Instagram. “Football and Brazil elevated their standing thanks to the King! He is gone, but his magic will endure. Pelé is eternal!”
In the conversation about soccer’s greatest player, only the late Diego Maradona, Lionel Messi and Cristiano Ronaldo are mentioned alongside him.
Different sources, counting different sets of games, list Pelé’s goal totals anywhere between 650 (league matches) to 1,281 (all senior matches, some against low-level competition). When Maradona once interviewed Pelé, he playfully asked the Brazilian how he accumulated so many goals.
The player who would be dubbed “The King” was introduced to the world at 17 at the 1958 World Cup in Sweden, the youngest player ever at the tournament.
Pelé was the emblem of his country’s World Cup triumph of 1970 in Mexico. He scored in the final and set up Carlos Alberto with a nonchalant pass for the last goal in a 4-1 victory over Italy.
The image of Pelé in a bright-yellow Brazil jersey, with the No. 10 stamped on the back, remains alive with soccer fans everywhere. As does his trademark goal celebration — a leap with a right fist thrust high above his head.
Pelé’s fame was such that in 1967 factions of a civil war in Nigeria agreed to a brief cease-fire so he could play an exhibition match in the country. He was knighted by Britain’s Queen Elizabeth II in 1997. When Pelé visited Washington to help popularize the game in North America, it was the U.S. president who stuck out his hand first.
“You don’t need to introduce yourself because everyone knows who Pelé is,” Ronald Reagan said.
Pelé was Brazil’s first modern Black national hero but rarely spoke about racism in a country where the rich and powerful tend to hail from the white minority.
Opposing fans taunted Pelé with monkey chants at home and all over the world.
“He said that he would never play if he had to stop every time he heard those chants,” said Angelica Basthi, one of Pelé’s biographers. “He is key for Black people’s pride in Brazil, but never wanted to be a flagbearer.”
Pelé’s life after soccer took many forms. He was a politician — Brazil’s Extraordinary Minister for Sport — a wealthy businessman, and an ambassador for UNESCO and the United Nations.
He had roles in movies, soap operas and even composed songs and recorded CDs of popular Brazilian music.
Pelé was an ambassador for his sport until his final years but as his health deteriorated his travels and appearances became less frequent. After needing a hip replacement, he started using a cane.
He was often seen in a wheelchair during his final years and did not attend a ceremony to unveil a statue of him representing Brazil’s 1970 World Cup team.
“He gets very shy, he gets very embarrassed,” his son Edinho told Globoesporte.com. “He doesn’t want to go out.”
Pelé spent his 80th birthday with a few relatives.
Pelé spent a month hospitalized in 2021 after surgery to remove a tumor from his colon. Pelé said he was ready “to play 90 minutes, plus extra time,” but soon started chemotherapy.
Born Edson Arantes do Nascimento, in the small city of Tres Coracoes in the interior of Minas Gerais state on Oct. 23, 1940, Pelé grew up shining shoes to buy his modest soccer gear. His father was also a player.
Pelé’s talent drew notice when he was 11, and a local professional player brought him to Santos’ youth squads. Despite his youth and 5-foot-8 frame Pelé’ scored against grown men with the same ease he displayed against friends back home. He debuted with the Brazilian club at 15 in 1956, and the club quickly gained worldwide recognition.
The name Pelé came from him mispronouncing the name of a player called Bilé. He later became known simply as ‘O Rei’ – The King.
Pelé went to the 1958 World Cup as a reserve but became a key part for his country’s championship team. His first goal, in which he flicked the ball over the head of a defender and raced around him to volley it home, was voted as one of the best in World Cup history.
“When Pelé scored,” veteran Swedish midfielder Sigge Parling said, “I have to be honest and say I felt like applauding.”
The 1966 World Cup in England — won by the hosts — was a bitter one for Pelé, by then already considered the world’s top player. Brazil was knocked out at the group stage and Pelé, angry at fouls and hard tackles by Portugal, swore it was his last World Cup.
He changed his mind and was rejuvenated in the 1970 World Cup. In a game against England, he struck a header for a certain score, but the great goalkeeper Gordon Banks flipped the ball over the bar in an astonishing move. Pelé likened the save — one of the best in World Cup history — to a “salmon climbing up a waterfall.” Later, he scored the opening goal in the final against Italy, his last World Cup match.
In all, Pelé played 114 matches with Brazil, scoring a record 95 goals — including 77 in official matches. Most of his goals came with Santos, which he led to five national titles, two Copa Libertadores trophies and two club world championships — all in the 1960s.
His run with Santos stretched over three decades until he went into semi-retirement after the 1972 season. Wealthy European clubs tried to sign him, but the Brazilian government intervened to keep him from being sold, declaring him a national treasure.
On the field, Pelé’s energy, vision and imagination drove a gifted Brazilian national team, with intricate passing combinations slicing defenses while leaving room for players to showcase flashy skills.
The fast, fluid style of play exemplified “O Jogo Bonito” — Portuguese for “The Beautiful Game.” And at the center of it all, like a maestro in command of his orchestra, was Pelé. It was his 1977 autobiography, “My Life and the Beautiful Game,” that made the phrase part of soccer’s lexicon.
In 1975, he joined the New York Cosmos of the North American Soccer League. Although he was past his prime at 34 years old, Pelé briefly gave soccer a higher profile in North America before ending his career on Oct. 1, 1977, in an exhibition between the Cosmos and Santos. Among the dignitaries on hand was perhaps the only other athlete whose renown spanned the globe — Muhammad Ali.
Pelé had two daughters out of wedlock and five children from his first two marriages, to Rosemeri dos Reis Cholbi and Assiria Seixas Lemos. He later married businesswoman Marcia Cibele Aoki.
"
604,sports,https://en.setopati.com/sports/160161,"
Pelé was simply “The King.” He embraced “the beautiful game” of soccer in his 1958 World Cup debut for Brazil and never really let go.
He won a record three World Cups and was widely regarded as one of his sport’s greatest players. His majestic and galvanizing presence set him among the most recognizable figures in the world.
Pelé died Thursday at 82. He had undergone treatment for colon cancer since 2021.
Pelé was among the game’s most prolific scorers and spent nearly two decades enchanting fans and dazzling opponents. His grace, athleticism and moves on soccer’s highest stage transfixed all. He orchestrated a fast, fluid style of play that revolutionized the sport — a flair that personified Brazilian elegance on the field.
He carried his country to soccer’s heights and became a global ambassador for his sport in a journey that began on the streets of Sao Paulo state, where he would kick a sock stuffed with newspapers or rags.
“Pelé changed everything. He transformed football into art, entertainment,” Neymar, a fellow Brazilian soccer player, said on Instagram. “Football and Brazil elevated their standing thanks to the King! He is gone, but his magic will endure. Pelé is eternal!”
In the conversation about soccer’s greatest player, only the late Diego Maradona, Lionel Messi and Cristiano Ronaldo are mentioned alongside him.
Different sources, counting different sets of games, list Pelé’s goal totals anywhere between 650 (league matches) to 1,281 (all senior matches, some against low-level competition). When Maradona once interviewed Pelé, he playfully asked the Brazilian how he accumulated so many goals.
The player who would be dubbed “The King” was introduced to the world at 17 at the 1958 World Cup in Sweden, the youngest player ever at the tournament.
Pelé was the emblem of his country’s World Cup triumph of 1970 in Mexico. He scored in the final and set up Carlos Alberto with a nonchalant pass for the last goal in a 4-1 victory over Italy.
The image of Pelé in a bright-yellow Brazil jersey, with the No. 10 stamped on the back, remains alive with soccer fans everywhere. As does his trademark goal celebration — a leap with a right fist thrust high above his head.
Pelé’s fame was such that in 1967 factions of a civil war in Nigeria agreed to a brief cease-fire so he could play an exhibition match in the country. He was knighted by Britain’s Queen Elizabeth II in 1997. When Pelé visited Washington to help popularize the game in North America, it was the U.S. president who stuck out his hand first.
“You don’t need to introduce yourself because everyone knows who Pelé is,” Ronald Reagan said.
Pelé was Brazil’s first modern Black national hero but rarely spoke about racism in a country where the rich and powerful tend to hail from the white minority.
Opposing fans taunted Pelé with monkey chants at home and all over the world.
“He said that he would never play if he had to stop every time he heard those chants,” said Angelica Basthi, one of Pelé’s biographers. “He is key for Black people’s pride in Brazil, but never wanted to be a flagbearer.”
Pelé’s life after soccer took many forms. He was a politician — Brazil’s Extraordinary Minister for Sport — a wealthy businessman, and an ambassador for UNESCO and the United Nations.
He had roles in movies, soap operas and even composed songs and recorded CDs of popular Brazilian music.
Pelé was an ambassador for his sport until his final years but as his health deteriorated his travels and appearances became less frequent. After needing a hip replacement, he started using a cane.
He was often seen in a wheelchair during his final years and did not attend a ceremony to unveil a statue of him representing Brazil’s 1970 World Cup team.
“He gets very shy, he gets very embarrassed,” his son Edinho told Globoesporte.com. “He doesn’t want to go out.”
Pelé spent his 80th birthday with a few relatives.
Pelé spent a month hospitalized in 2021 after surgery to remove a tumor from his colon. Pelé said he was ready “to play 90 minutes, plus extra time,” but soon started chemotherapy.
Born Edson Arantes do Nascimento, in the small city of Tres Coracoes in the interior of Minas Gerais state on Oct. 23, 1940, Pelé grew up shining shoes to buy his modest soccer gear. His father was also a player.
Pelé’s talent drew notice when he was 11, and a local professional player brought him to Santos’ youth squads. Despite his youth and 5-foot-8 frame Pelé’ scored against grown men with the same ease he displayed against friends back home. He debuted with the Brazilian club at 15 in 1956, and the club quickly gained worldwide recognition.
The name Pelé came from him mispronouncing the name of a player called Bilé. He later became known simply as ‘O Rei’ – The King.
Pelé went to the 1958 World Cup as a reserve but became a key part for his country’s championship team. His first goal, in which he flicked the ball over the head of a defender and raced around him to volley it home, was voted as one of the best in World Cup history.
“When Pelé scored,” veteran Swedish midfielder Sigge Parling said, “I have to be honest and say I felt like applauding.”
The 1966 World Cup in England — won by the hosts — was a bitter one for Pelé, by then already considered the world’s top player. Brazil was knocked out at the group stage and Pelé, angry at fouls and hard tackles by Portugal, swore it was his last World Cup.
He changed his mind and was rejuvenated in the 1970 World Cup. In a game against England, he struck a header for a certain score, but the great goalkeeper Gordon Banks flipped the ball over the bar in an astonishing move. Pelé likened the save — one of the best in World Cup history — to a “salmon climbing up a waterfall.” Later, he scored the opening goal in the final against Italy, his last World Cup match.
In all, Pelé played 114 matches with Brazil, scoring a record 95 goals — including 77 in official matches. Most of his goals came with Santos, which he led to five national titles, two Copa Libertadores trophies and two club world championships — all in the 1960s.
His run with Santos stretched over three decades until he went into semi-retirement after the 1972 season. Wealthy European clubs tried to sign him, but the Brazilian government intervened to keep him from being sold, declaring him a national treasure.
On the field, Pelé’s energy, vision and imagination drove a gifted Brazilian national team, with intricate passing combinations slicing defenses while leaving room for players to showcase flashy skills.
The fast, fluid style of play exemplified “O Jogo Bonito” — Portuguese for “The Beautiful Game.” And at the center of it all, like a maestro in command of his orchestra, was Pelé. It was his 1977 autobiography, “My Life and the Beautiful Game,” that made the phrase part of soccer’s lexicon.
In 1975, he joined the New York Cosmos of the North American Soccer League. Although he was past his prime at 34 years old, Pelé briefly gave soccer a higher profile in North America before ending his career on Oct. 1, 1977, in an exhibition between the Cosmos and Santos. Among the dignitaries on hand was perhaps the only other athlete whose renown spanned the globe — Muhammad Ali.
Pelé had two daughters out of wedlock and five children from his first two marriages, to Rosemeri dos Reis Cholbi and Assiria Seixas Lemos. He later married businesswoman Marcia Cibele Aoki.
"
605,sports,https://en.setopati.com/sports/119555,"
                            In a bid to promote sports tourism in the district, the second Jhiltung Cross Country Open Race Competition was organized in Belkotgadhi municipality-5 in Nuwakot on Sunday.

National and local-level athletes joined the tournament organized by Leo Club of Nuwakot Paropakar and other organizations.

Two different categories of women and men were held in the competition. In men's category of 13.4 km race, Bhumi Raj Rai, Kiran Bogati and Bibek Rai emerged first, second and third, respectively.

Likewise, Kanchhi Maya Kojoo, Pushpa Bhandari and Rajpura Pachhai stood first, second and third, respectively.

The winner received Rs 15,000 in cash while second and third got Rs 10,000 and Rs 5,000 in cash.

Similarly, 29 runners took part in the 'Cross Country Run for Fun'.
"
606,sports,https://en.setopati.com/sports/118492,"
                            Nabodit College defeated Himalayan Engineering College 10-1 in the finals of the 3rd Revolutionary Futsal Tournament played in the Capital on Sunday evening.

The total 64 colleges of Province 3 participated in the competition. The winner received a trophy, a certificate and Rs 55,000. Aashish Gurung of Nabodit College was declared the best player. He received Rs 5,000.

Handing out trophies amid a program, former Minister for Finance and Member of Parliament Barsha Man Pun said the craze of futsal has increased lately among youths, and Nepal should be known to the world through this sport.
"
607,sports,https://en.setopati.com/sports/118223,"
                             

The National Sports Council (NSC) has allocated Rs 340 million for the construction of a stadium at Beljhundi, Dang.

Problem has surfaced in running national-level sports championship for lack of sports infrastructures in the district.

Chairperson of Sports Development Committee Dilli Bahadur Dangi said the stadium would be constructed in the premises of the Committee, Beljhundi of Tulasipur Sub-metropolitan City-19. The budget would be spent for the infrastructure development after formulating a master plan at the initiative of the District Sports Development Committee.
"
608,sports,https://en.setopati.com/sports/118113,"
                            Malpi Institute 'A' has won the 3rd Kasthamandap Cup Inter 'A' level 3x3 tournament.

In the final match Monday, Malpi defeated Kasthamandap by 12-6 to life the title. Prasanga Dwaj Maskey top-scored with 10 points for Malpi.

Prasanga was also announced the 'most valuable player' of the tournament.

A total of 8 teams had contested in the three-day competition.
"
609,sports,https://en.setopati.com/sports/117818,"
                            The National Sports Council (NSC) has unveiled a logo mascot, official song and slogan for the eighth National Games scheduled to be held late this year (November-December) in Nepalgunj.

An elephant calf has been chosen as the games mascot while the ""Eighth games in our province, sweat and toil in own country"" is the official theme. NSC member secretary Keshab Kumar Bista made public the logo, mascot, song and slogan for the games amidst a ceremony here Tuesday.

Meanwhile, a volleyball stadium going to be constructed at Sitapur of Khajure rural municipality and it is said the stadium will be of the country's first advanced volleyball facility. NSC member secretary Bista laid a foundation for a new structure Tuesday itself.
"
610,sports,https://en.setopati.com/sports/117611,"
                            The second edition of Khotang-Halesi Open International Karate Championship is to be held in Diktel, Khotang on May 3-5, 2018.

The Karate event is to be organized by Nepal Shito-ryu Karate Association Khotang.

The Association has intensified its preparation for the championship event which is estimated to be conducted at the cost of around Rs 5 million.

A main championship organizing committee has been formed under the leadership of Khotang District Coordination Committee Chairperson Babi Chamling.

Karate athletes from Nepal, India, Bhutan, Sri Lanka and Bangladesh are participating in the championship, shared Association Khotang Chapter Chair Sanjaya Kumar Rai.
"
611,sports,https://en.setopati.com/sports/117441,"
                            The Prime Minister Cup Women Volleyball Tournament kicked off here from Thursday. The tournament organized by the District Volleyball Association, Bara will run until February 19.

Seven teams from home and India and Bangladesh are taking part in the event. Miss Nepal Nikita Chandak was there to inaugurate the match.
"
612,sports,https://en.setopati.com/sports/116327,"
                            The International ITF Junior (U-18) Lawn Tennis Tournament is set to hold in Kathmandu from February 5, said the organizer All Nepal Lawn Tennis Association (ANLTA), at a program in the capital Thursday.

The first circuit of the tournament will start from February 5 to 10 while the second circuit is scheduled from February 12 to 17, said the ANLTA's Chairperson Jyoti Rana.

A total of 11 countries including Nepal, India, Chin, Japan, Thailand, Poland, Taiwan, Hong Kong, Vietnam, Canada and United States of America will participate in the tournament.

The match will be divided into both men's singles and doubles and women's singles and doubles. Both the circuits will be held at the Satdobato-based Tennis Complex.
"
613,sports,https://en.setopati.com/sports/115877,"
                            A 14-member national cricket team has been formed for the ICC World Cricket League Division Two under the leadership of Nepali cricket team captain Paras Khadka. The tournament is to be held in Namibia next month.

The players have been selected from among 21 players chosen in the first phase by ICC's representative Aminul Islam, head coach of the Nepali cricket team Jagat Tamata and Khadka.

The other team members include Gynendra Malla (deputy captain), Shakti Gauchan, Basanta Regmi, Sharad Bheshwakar, Sompal Kami, Karan KC, Mohammad Aarif Shekh, Dipendra Singh Airee, Sandip Lamichhane, Dilip Nath, Lalit Singh Bhandari, Anil Kumar Shah, Rohit Kumar Poudel and replacement players Sunil Dhamala, Lalit Narayan Rajbamshi, Kishor Mahato and Siddhanta Lohani.

Of the players, Shah and Poudel, who have already performed in the EPL 20-Twenty held last month, are new face to be incorporated in the national team.

Before heading to Namibia on scheduled February 4 to play ICC World Cricket League Division Two scheduled to start from February 8, the Nepali team will go to UAE on January 27 for practice matches.
"
